SubmissionDate,date,community_name,Cohort,Grazing Block,grazing_report_coordinates-Latitude,grazing_report_coordinates-Longitude,grazing_report_coordinates-Altitude,grazing_report_coordinates-Accuracy,number_of_animals,non_member_cattle_on_block,total number of animals
15:26:51,26/06/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Harvested Fields,-17.5589386,25.2148664,959,5,327,0,327
08:44:26,27/06/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Harvested Fields,-17.3040754,24.5746849,998.8,4.433,150,0,150
08:17:19,27/06/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4409556,24.7308106,952.2,4.566,3000,0,3000
08:28:28,27/06/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2720667,24.3951383,1026.4,3.84,1012,0,1012
08:34:22,27/06/2025,Mazauli,Cohort 2,Masimu,-17.3747563,24.189699,971.7,4.4,620,0,620
11:33:34,27/06/2025,Maziba,Cohort 2,Maziba Plain,-17.0058483,24.18063,996.7,4.6,500,0,500
12:04:59,27/06/2025,Mutuwapafa,Cohort 1,Loanja Plains,-17.2167725,24.6247893,979.2,4.633,1000,0,1000
12:16:13,27/06/2025,Nkuse,Cohort 1,Jerusalema,-17.2093834,24.7075501,1025.5,4.4,305,0,305
13:38:20,27/06/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3920021,24.2064608,1001.4,4.683,520,0,520
13:57:09,27/06/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1096667,24.074395,961.2,4.883,0,611,611
14:40:36,27/06/2025,Mutelo,Cohort 0,Liwunga,-17.1351283,25.10864,958.7,4.9,2500,0,2500
15:01:05,27/06/2025,Kejaya,Cohort 0,Sonzo,-17.1219035,25.0059635,959.7,4.525,3711,0,3711
15:45:40,27/06/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1983804,24.0987104,976.8,4.8,64,0,64
07:29:44,27/06/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.38665,24.2795917,1011.3,5,550,0,550
14:26:33,27/06/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2239583,24.93025,962.5,4.733,242,0,242
02:33:30,27/06/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0674217,24.166015,996.7,4.916,300,0,300
13:39:17,28/06/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5495867,25.2694301,961.2,4.72,3021,0,3021
15:54:31,28/06/2025,Luampungu,Cohort 2,Libala La Samusale,-16.7060026,24.2537873,1000.7,4.9,0,300,300
08:26:24,30/06/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.2014971,24.1158616,958.9,4.533,78,0,78
10:47:40,30/06/2025,Maondo,Cohort 1,Maondo Upland Fields,-17.4015867,24.533805,1006.7,5,3250,0,3250
17:22:56,30/06/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8251537,24.1771318,999.4,4.966,0,40,40
13:54:41,01/07/2025,Kobya,Cohort 0,Harvested Field,-17.3133033,24.643445,980.6,4.1,1492,0,1492
05:20:44,02/07/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.2016218,24.7141113,990.6,4.766,970,21,991
06:57:08,02/07/2025,Katongo,Cohort 1,Upland Forest,-17.4025317,24.4796332,1006.4,4.916,3241,0,3241
06:59:56,02/07/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1767822,24.5133479,1010.1,4.1,2018,0,2018
07:37:41,02/07/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0563263,24.5331526,1074.9,4.86,1400,0,1400
07:37:55,02/07/2025,Kazungwe,Cohort 1,Mutemwa/ Harvested Fields,-17.1912869,24.3367705,1024,4.48,260,0,260
08:00:26,02/07/2025,Ibeele,Cohort 1,Nakonga,-17.0043059,24.399832,1058.2,4.78,500,0,500
08:56:46,02/07/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3389166,24.2802501,1019.9,4.766,350,0,350
09:08:35,02/07/2025,Silangu,Cohort 0,Loanja Plains,-17.2849913,24.7127389,976.7,3.6,450,0,450
14:20:27,02/07/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4448825,24.3621064,973.9,4.85,725,0,725
14:20:28,02/07/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3757105,24.3760648,973.6,4.566,609,0,609
15:06:20,02/07/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.2038865,24.7139878,989.6,4.2,999,56,1055
16:49:14,02/07/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1415767,24.7857873,982.6,4.3,1570,0,1570
11:40:55,02/07/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4434182,24.7274926,950.3,5,3000,0,3000
12:46:39,02/07/2025,Situwa,Cohort 0,Kazwili,-17.5927433,25.2588117,935.4,4.36,442,0,442
13:33:07,02/07/2025,Situwa,Cohort 0,Lwamfuwa,-17.6157539,25.2147111,953.7,4.766,580,0,580
17:48:27,02/07/2025,Loanja,Cohort 1,Namalambwe,-17.2991887,24.8106617,970.4,3.9,2320,0,2320
10:47:59,02/07/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3822265,24.686158,974.6,4.816,860,12,872
11:14:48,02/07/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8395967,24.1622167,973.6,4.8,0,104,104
11:52:55,02/07/2025,Tahalima,Cohort 1,Zambezi Plains,-17.4446765,24.5720347,950.6,4.766,1581,0,1581
14:09:21,02/07/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0406782,24.0984311,1001.8,4.1,0,78,78
12:48:13,02/07/2025,Katongo,Cohort 1,Upland Forest,-17.4027097,24.4828299,995.1,4.933,3021,0,3021
11:07:46,02/07/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1823167,24.2084017,1042.7,4.1,338,0,338
17:40:52,02/07/2025,Katete,Cohort 2,Katete Mutemwa,-17.1075319,24.2909281,1019.5,4.55,775,0,775
08:32:46,03/07/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.27181,24.3962917,1015,4.5,1012,0,1012
14:18:22,03/07/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.2662227,24.5503003,1003.7,4.16,120,0,120
14:23:55,03/07/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4514118,24.323401,1009.1,4.95,400,0,400
15:38:29,03/07/2025,Nakatindi_Kazungula,Cohort 0,Simalaha Plains,-17.5429523,25.1871977,946.3,4.04,567,0,567
12:23:01,03/07/2025,Kamusa,Cohort 0,Machile Plains,-17.3519048,24.9539489,942.9,4.8,3026,0,3026
14:09:34,03/07/2025,Nkuse,Cohort 1,Nkuse Harvested Fields,-17.2461935,24.7129407,989,4.466,304,0,304
16:24:18,03/07/2025,Mutuwapafa,Cohort 1,Loanja Plains,-17.2037603,24.5994716,984.9,4.95,1400,0,1400
07:08:33,03/07/2025,Kejaya,Cohort 0,Sonzo,-17.1216795,25.0038583,963.5,4.3,3711,0,3711
07:38:21,04/07/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1573598,24.2585535,1039.5,4.966,85,0,85
06:34:37,04/07/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3913648,24.2104238,1001.2,4.7,520,0,520
06:53:53,04/07/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.135058,24.0787639,1031,3.65,0,609,609
07:25:38,04/07/2025,Mazauli,Cohort 2,Masimu,-17.3691506,24.1835109,958.4,4.8,623,0,623
09:00:58,04/07/2025,Luampungu,Cohort 2,Luampungu Harvested Fields,-16.7066375,24.2551999,1027.2,4.75,0,312,312
10:23:42,04/07/2025,Ngambwe,Cohort 2,Sibitwani,-17.2671319,24.1632406,963,4.95,550,0,550
11:14:08,04/07/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0469783,24.0865967,1035.9,4.933,0,68,68
15:33:43,04/07/2025,Nalikwanda,Cohort 2,Nalikwanda Lisheke,-17.2433993,24.1415825,969,4.683,305,0,305
16:51:03,04/07/2025,Mutelo,Cohort 0,Liwunga,-17.1432328,25.1018339,924.4,4.966,2501,5,2506
18:29:33,04/07/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.4791312,24.2931259,958.3999634,4.5,600,0,600
18:40:05,04/07/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2202261,24.920582,946.5,4.366,654,0,654
07:26:51,04/07/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0675289,24.1673466,997.3,5,300,0,300
13:06:36,05/07/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.551705,25.270374,957.6,4.816,2900,0,2900
15:16:33,05/07/2025,Maziba,Cohort 2,Maziba Plain,-17.0085391,24.1888056,1006.8,4.983,504,0,504
11:07:56,07/07/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1825909,24.1278532,990,4.9,82,0,82
11:55:38,07/07/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.9253286,24.1062664,977.4,4.533,0,97,97
10:10:10,08/07/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1782681,24.2694859,1046.2,4.72,235,0,235
14:21:34,09/07/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.1906919,24.7427395,986.8,4,970,21,991
08:42:56,09/07/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3517283,24.2590783,1035.4,4.85,350,0,350
08:44:55,09/07/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1910942,24.2133877,1047.6,4.3,342,0,342
09:06:23,09/07/2025,Katongo,Cohort 1,Upland Forest,-17.4024973,24.4794369,1003.6,4.9,3241,0,3241
09:50:38,09/07/2025,Kazungwe,Cohort 1,Mutemwa/ Harvested Fields,-17.1915667,24.3365767,1026.7,4.55,250,0,250
10:57:25,09/07/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2714717,24.3968566,1003.7,4.1,1012,0,1012
12:07:39,09/07/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.2944728,24.5546218,1000.1,4.933,111,0,111
13:08:04,09/07/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1879748,24.5166814,1014.9,4.84,2100,0,2100
13:22:49,09/07/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0478307,24.5290852,1042.6,4.5,1300,0,1300
13:30:06,09/07/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4402169,24.3712637,980.2,4.883,725,0,725
16:54:55,09/07/2025,Nakatindi_Kazungula,Cohort 0,Makuyu,-17.5620814,25.1840548,964.9,4.333,456,0,456
10:33:32,09/07/2025,Mutuwapafa,Cohort 1,Loanja Plains,-17.2001183,24.6019467,993,4.95,1200,0,1200
13:08:01,09/07/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3492618,24.258972,1035.4,4.24,350,0,350
13:54:47,09/07/2025,Ibeele,Cohort 1,Nakonga,-17.0037889,24.4001957,1080.2,4.1,500,0,500
17:21:55,09/07/2025,Nkuse,Cohort 1,Nkuse Harvested Fields,-17.2464624,24.703393,998.4,4.027,323,0,323
09:07:28,09/07/2025,Luampungu,Cohort 2,Mundo,-16.6803755,24.2695626,1061.7,4.85,0,590,590
15:15:33,09/07/2025,Situwa,Cohort 0,Kazwili,-17.5917662,25.2578192,965.9,4.8,621,0,621
15:16:34,09/07/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3824401,24.3677453,1011.7,4.616,593,0,593
05:39:43,09/07/2025,Tahalima,Cohort 1,Zambezi Plains,-17.4444989,24.5741317,944.7,4.516,2000,0,2000
10:18:51,09/07/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1934122,24.2076003,1042.3,4.983,335,0,335
15:14:54,09/07/2025,Katete,Cohort 2,Katete Harvested Fields (Upperland And Low Land),-17.0513884,24.3021356,1009.3,3.6,790,0,790
15:57:03,09/07/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1441582,24.7835366,973.2,4.6,1480,0,1480
07:52:56,09/07/2025,Silangu,Cohort 0,Loanja Plains,-17.2860655,24.7160345,962.2,4.616,400,0,400
09:51:11,09/07/2025,Loanja,Cohort 1,Namalambwe,-17.2982464,24.8111414,936.7,4.8,2316,0,2316
14:27:20,09/07/2025,Kamusa,Cohort 0,Machile Plains,-17.3446201,24.9588309,961.5,4.8,3026,0,3026
05:02:12,09/07/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0481898,24.0854406,1035.9,4.883,0,89,89
11:01:46,09/07/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3915083,24.6845103,991,4.2,750,12,762
16:37:03,09/07/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4446153,24.3605619,980.5,4.54,725,0,725
10:22:03,10/07/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1284726,24.0714668,942.9,4.857,0,608,608
10:33:33,10/07/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4512698,24.3258139,950.3,4.9,400,0,400
10:52:59,10/07/2025,Maondo,Cohort 1,Zambezi River Plains,-17.4711266,24.5701137,918.2,4.816,3300,0,3300
11:20:15,10/07/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2089415,24.8979418,961.9,4.35,1021,0,1021
14:43:44,10/07/2025,Situwa,Cohort 0,Lwamfuwa,-17.6172717,25.2148083,930.7,3.2,428,0,428
17:38:51,10/07/2025,Kobya,Cohort 0,Harvested Field,-17.3108828,24.6432726,991.1,4.933,1495,0,1495
09:55:51,11/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.789372,24.2064969,1008.4,4.883,0,150,150
07:27:20,11/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8131914,24.1861395,986.4,4.64,0,165,165
07:43:26,11/07/2025,Maziba,Cohort 2,Maziba Plain,-17.0099,24.1936067,1010.9,4,504,0,504
09:25:13,11/07/2025,Nalikwanda,Cohort 2,Nalikwanda Lisheke,-17.2353663,24.1430943,1012.8,4.9,305,0,305
11:32:16,11/07/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.448232,24.7480184,952.1,2.5,3010,0,3010
13:32:24,11/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.815678,24.1856035,989.9,5,0,30,30
14:42:16,11/07/2025,Nakatindi_Kazungula,Cohort 0,Simalaha Plains,-17.5429293,25.1866899,942.6,4.483,565,0,565
15:16:33,11/07/2025,Nakatindi_Kazungula,Cohort 0,Kabuyu,-17.5271881,25.1959733,950.6,4.38,453,0,453
15:16:36,11/07/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0500637,24.0819329,984.7,4.933,0,36,36
15:33:20,11/07/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3892557,24.2137987,976.1,4.663,520,0,520
16:42:02,11/07/2025,Kejaya,Cohort 0,Sonzo,-17.1219569,25.001502,975.3,4.15,1900,0,1900
17:33:06,11/07/2025,Mazauli,Cohort 2,Masimu,-17.3511446,24.1681739,983,3.46,620,0,620
11:43:59,11/07/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3797117,24.282347,972.5,4.1,602,0,602
13:25:30,11/07/2025,Mutelo,Cohort 0,Liwunga,-17.15131,25.1059867,951.4,5.5,2509,7,2516
09:12:32,11/07/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0674876,24.1685676,1008.4,4.85,300,0,300
09:49:37,12/07/2025,Ibeele,Cohort 1,Ibaa,-17.0088545,24.3695141,1067.3,4.984,500,0,500
16:36:23,12/07/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5476434,25.2717431,976.1,4.45,3000,0,3000
11:17:24,12/07/2025,Ngambwe,Cohort 2,Sibitwani,-17.2686021,24.164166,943.3,4.9,552,0,552
11:47:41,13/07/2025,Ibeele,Cohort 1,Ibaa,-17.0084888,24.3696722,1056.8,4.816,500,0,500
07:26:34,14/07/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.45099,24.3280283,983.8,4.8,441,0,441
13:58:33,14/07/2025,Luampungu,Cohort 2,Luampungu Harvested Fields,-16.706505,24.25546,994.3,4.95,0,400,400
17:19:51,14/07/2025,Maondo,Cohort 1,Zambezi River Plains,-17.4718767,24.57016,928.3,4.9,3000,0,3000
08:02:07,14/07/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1925101,24.1004835,969.6,3.5,105,0,105
08:30:30,15/07/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1790037,24.270026,1041.8,4.65,185,0,185
08:40:16,15/07/2025,Katongo,Cohort 1,Upland Forest,-17.4024091,24.4766765,1010.8,4.7,2522,0,2522
07:17:31,16/07/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1909033,24.213515,1034.5,4.95,342,0,342
07:27:24,16/07/2025,Ibeele,Cohort 1,Ibaa,-17.0069461,24.364644,1059.4,4.8,500,0,500
07:40:10,16/07/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3594283,24.2575083,1024.2,4.111,350,0,350
08:40:09,16/07/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1881265,24.5168654,1026,4.85,2020,0,2020
10:49:03,16/07/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8521136,24.1377803,1000.4,2.1,0,320,320
11:09:55,16/07/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.270675,24.3976183,1023.5,4.8,1012,0,1012
11:56:58,16/07/2025,Kazungwe,Cohort 1,Mutemwa/ Harvested Fields,-17.1922256,24.3367245,1039.7,4,187,0,187
14:33:56,16/07/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1460425,24.7816924,954.3,4.05,1430,0,1430
08:01:46,16/07/2025,Kamusa,Cohort 0,Machile Plains,-17.349254,24.9702405,946.4,5,3026,0,3026
09:27:52,16/07/2025,Situwa,Cohort 0,Kazwili,-17.5912271,25.2566001,970.9,4.9,678,0,678
10:29:02,16/07/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.2188583,24.7274367,983.9,4.4,923,46,969
13:17:33,16/07/2025,Silangu,Cohort 0,Loanja Plains,-17.290195,24.7166366,969.8,4.84,435,0,435
13:43:01,16/07/2025,Mutuwapafa,Cohort 1,Loanja Plains,-17.2049187,24.6116791,994.5,4.85,900,0,900
10:45:25,16/07/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0464158,24.5275523,1036.3,4.86,1000,0,1000
16:02:28,16/07/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.376742,24.3571286,994,4.98,595,0,595
09:43:59,16/07/2025,Kobya,Cohort 0,Harvested Field,-17.3097469,24.6441596,997.5,4.966,1495,0,1495
06:08:30,16/07/2025,Loanja,Cohort 1,Namalambwe,-17.296508,24.8114465,995,4.933,2321,0,2321
08:37:50,16/07/2025,Katete,Cohort 2,Katete Plain,-17.0686208,24.304475,1016.3,4.516,790,0,790
09:51:13,16/07/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4448295,24.3610593,963.6,4.8,745,0,745
06:00:10,16/07/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0420917,24.092987,1019.5,4.625,0,102,102
07:46:15,16/07/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3948766,24.6865736,969.7,4.54,1980,11,1991
07:48:17,16/07/2025,Tahalima,Cohort 1,Zambezi Plains,-17.4623936,24.5907728,944.4,3.666,950,850,1800
05:14:07,17/07/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5558413,25.2689492,966.2,4.5,3020,0,3020
07:54:00,17/07/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.3022952,24.5684297,1023.4,4.85,130,0,130
09:24:17,17/07/2025,Nakatindi_Kazungula,Cohort 0,Kabuyu,-17.5373703,25.1880943,948.9,4.85,569,0,569
13:12:18,17/07/2025,Nakatindi_Kazungula,Cohort 0,Simalaha Plains,-17.5425801,25.1861138,927.6,4.85,656,0,656
13:43:04,17/07/2025,Situwa,Cohort 0,Lwamfuwa,-17.618962,25.2152859,923.5,4.76,380,0,380
13:54:57,17/07/2025,Nkuse,Cohort 1,Nkuse Harvested Fields,-17.2424983,24.7081756,1012.8,4.92,323,0,323
14:08:20,17/07/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2195043,24.9276741,939.2,4.8,965,0,965
16:28:41,17/07/2025,Mutelo,Cohort 0,Simachembele,-17.148163,25.0972675,942.8,4.9,2955,13,2968
11:20:30,17/07/2025,Maziba,Cohort 2,Maziba Plain,-17.009805,24.1982517,1012.2,4.783,404,0,404
06:53:17,18/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8126717,24.191095,1010.9,4.985,0,160,160
07:35:03,18/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8271865,24.1735063,996.8,3.6,0,150,150
08:55:44,18/07/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1553583,24.081125,959.6,4.875,0,608,608
10:47:39,18/07/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4862092,24.7261288,936.9,4.4,3010,0,3010
10:58:05,18/07/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3876138,24.2172633,985.9,4.783,520,0,520
12:07:15,18/07/2025,Mazauli,Cohort 2,Masimu,-17.3300148,24.1574644,935,4.95,619,0,619
13:03:06,18/07/2025,Nalikwanda,Cohort 2,Nalikwanda Lisheke,-17.2229873,24.1270554,995.2,4.9,308,0,308
16:07:44,18/07/2025,Kejaya,Cohort 0,Sonzo,-17.1242508,25.0014926,908.3,4.45,2500,0,2500
15:55:00,18/07/2025,Ngambwe,Cohort 2,Sibitwani,-17.271235,24.1655217,959.8,4.1,553,0,553
20:36:16,18/07/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.4276759,24.2802647,995.7,4.966,500,0,500
13:25:05,18/07/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.1955184,24.9408247,957.1,4.983,45,0,45
09:12:35,18/07/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0696135,24.1744256,995.4,4.98,300,0,300
08:29:11,19/07/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8476317,24.1379467,1000.7,4.95,0,337,337
12:03:05,20/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8198017,24.1824133,992.7,4.266,0,60,60
10:42:22,21/07/2025,Mutuwapafa,Cohort 1,Loanja Plains,-17.2229512,24.629035,995.6,4.8,1000,0,1000
08:40:32,22/07/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4508914,24.3293108,985.4,4.983,450,0,450
09:50:01,22/07/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0548483,24.0692383,1001.9,4.64,0,507,507
13:01:55,22/07/2025,Mutelo,Cohort 0,Simachembele,-17.1522648,25.1065174,956.2,4.7,3000,0,3000
13:48:31,22/07/2025,Maondo,Cohort 1,Zambezi River Plains,-17.4758218,24.5723306,942.2,4.86,3050,0,3050
07:31:59,23/07/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.268417,24.4001503,1041,4.966,500,0,500
07:45:19,23/07/2025,Kazungwe,Cohort 1,Mutemwa/ Harvested Fields,-17.1926817,24.336745,1064.8,4.9,242,0,242
08:16:47,23/07/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2684339,24.4001839,1002.5,4.783,1012,0,1012
08:52:25,23/07/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1897834,24.5174304,1008.5,4.76,2023,0,2023
11:19:58,23/07/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0450039,24.5249958,1052.2,4.94,1200,0,1200
14:53:48,23/07/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.2105373,24.7265488,1011.3,4.95,845,52,897
15:56:00,23/07/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.2871525,24.5490869,977.1,4.9,105,0,105
16:21:36,23/07/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.353315,24.2584267,1022,5,351,0,351
07:00:23,23/07/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2238424,24.9213158,965.4,4.923,81,0,81
07:10:25,23/07/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1479667,24.7794613,981.7,4.306,1715,0,1715
08:49:54,23/07/2025,Silangu,Cohort 0,Loanja Plains,-17.2944653,24.7218657,978.9,4.4,420,0,420
08:49:57,23/07/2025,Situwa,Cohort 0,Kazwili,-17.5906319,25.2556168,951.1,4.8,277,0,277
11:00:51,23/07/2025,Situwa,Cohort 0,Lwamfuwa,-17.6203993,25.2162516,958.7,4.916,639,0,639
19:09:12,23/07/2025,Kamusa,Cohort 0,Machile Plains,-17.3406845,24.9749705,951.8,4.5,3026,0,3026
08:10:14,23/07/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4451361,24.3594823,978.4,4.85,730,0,730
09:36:53,23/07/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3701583,24.3771108,969.6,4.74,570,0,570
15:51:48,23/07/2025,Kobya,Cohort 0,Harvested Field,-17.3038959,24.6464374,992.2,4.9,1495,0,1495
17:03:14,23/07/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1795788,24.1449263,985.3,4.78,201,0,201
17:14:13,23/07/2025,Loanja,Cohort 1,Namalambwe,-17.2980651,24.8138816,968.8,4.866,2326,0,2326
08:36:41,23/07/2025,Tahalima,Cohort 1,Zambezi Plains,-17.4624445,24.5941123,950.7,4.657,1020,950,1970
11:10:50,23/07/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3890471,24.6719096,978.2,4.233,2230,12,2242
11:42:21,23/07/2025,Katongo,Cohort 1,Upland Forest,-17.417723,24.4547277,994.6,4.9,2511,0,2511
14:19:42,23/07/2025,Katongo,Cohort 1,Upland Forest,-17.402319,24.4744436,1008.1,4.7,2511,0,2511
17:36:12,24/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.81079,24.1798933,999.4,4.833,0,99,99
08:10:44,24/07/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8683685,24.1357624,976.5,4.225,0,319,319
09:24:06,24/07/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.17999,24.271175,1054.2,4.78,355,0,355
10:23:06,24/07/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1815743,24.2149481,1038.4,5,340,0,340
14:55:28,24/07/2025,Ibeele,Cohort 1,Ibaa,-17.008737,24.3694954,1047.5,4.757,500,0,500
15:16:29,24/07/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4826072,24.7210464,943.1,4.783,3010,0,3010
11:57:41,24/07/2025,Luampungu,Cohort 2,Nambwiya Plain,-16.6626611,24.3379172,985.9,4.775,0,397,397
09:40:38,24/07/2025,Maziba,Cohort 2,Maziba Plain,-17.0096133,24.2016251,1013.8,4.525,510,0,510
08:28:10,25/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8157082,24.1937376,987.9,4.033,0,165,165
07:18:47,25/07/2025,Mbikila,Cohort 2,Mbilika Plain,-16.807635,24.1909883,978.6,5,0,160,160
07:24:09,25/07/2025,Mutelo,Cohort 0,Simachembele,-17.1621968,25.1207396,944.8,4.716,481,0,481
